CA(EØ) [°];CA(EL) [°];CA(ER) [°];CA(C) [°];CA(PØ) [°];CA(PL) [°];CA(PR) [°];CA(TØ) [°];CA(TL) [°];CA(TR) [°];Volumen [µl];Ø [mm];Área de la base [mm²];Superficie de la gota [mm²];SL Tilt [°];IFT [mN/m];Fase de la gota;Fase ambiente;Sustrato;?(d) [g/cm³];?(a) [g/cm³];?? [g/cm³];X [mm];Y [mm];Inclinación [°];T(a) [°C];T(d) [°C];T(s) [°C];Presión [bar];Humedad [% HR];Tamaño de referencia [mm];Referencia [px/mm]
26,93;26,41;27,45;26,59;25,77;24,85;26,69;26,80;26,43;27,17;2,41;3,585;10,094;11,575;0,25;104,49;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,87;26,36;27,39;26,58;25,61;24,75;26,47;26,75;26,39;27,11;2,41;3,590;10,122;11,609;0,25;81,35;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,89;26,35;27,44;26,57;25,62;24,82;26,42;26,74;26,32;27,16;2,41;3,590;10,122;11,613;0,25;96,03;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,91;26,38;27,43;26,58;25,66;25,02;26,31;26,79;26,41;27,16;2,44;3,590;10,122;11,616;0,25;167,08;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,85;26,32;27,38;26,57;25,63;24,97;26,28;26,74;26,39;27,09;2,41;3,590;10,122;11,608;0,25;70,88;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,85;26,33;27,37;26,57;25,71;25,16;26,26;26,76;26,41;27,10;2,41;3,590;10,122;11,607;0,25;103,11;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,85;26,32;27,37;26,55;25,49;24,69;26,29;26,71;26,34;27,08;2,42;3,590;10,122;11,615;0,25;118,62;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,86;26,35;27,37;26,56;25,60;24,92;26,27;26,76;26,43;27,09;2,41;3,590;10,122;11,607;0,25;74,80;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,90;26,39;27,41;26,56;25,67;24,83;26,50;26,75;26,38;27,13;2,45;3,590;10,122;11,628;0,25;282,56;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,88;26,36;27,40;26,55;25,57;24,81;26,34;26,74;26,36;27,11;2,42;3,590;10,122;11,617;0,25;103,18;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,87;26,34;27,41;26,55;25,72;25,10;26,35;26,75;26,37;27,13;2,41;3,590;10,122;11,613;0,25;111,59;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,85;26,36;27,34;26,54;25,51;24,64;26,37;26,72;26,38;27,05;2,42;3,590;10,122;11,614;0,25;167,81;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,90;26,39;27,41;26,53;25,57;25,29;25,84;26,74;26,42;27,05;2,41;3,590;10,122;11,618;0,25;164,64;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,84;26,29;27,40;26,54;25,59;25,21;25,97;26,71;26,34;27,09;2,41;3,590;10,122;11,613;0,25;137,19;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,88;26,36;27,40;26,54;25,51;24,85;26,18;26,71;26,36;27,06;2,41;3,590;10,122;11,617;0,25;134,90;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,87;26,35;27,40;26,53;25,41;24,71;26,11;26,68;26,33;27,02;2,45;3,590;10,122;11,632;0,25;817,69;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,80;26,29;27,31;26,53;25,68;25,11;26,24;26,69;26,34;27,04;2,42;3,590;10,122;11,614;0,25;126,82;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,85;26,29;27,40;26,53;25,54;24,81;26,26;26,70;26,34;27,07;2,41;3,595;10,151;11,632;0,25;109,48;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,87;26,32;27,41;26,52;25,43;24,66;26,19;26,71;26,36;27,06;2,41;3,590;10,122;11,605;0,25;101,77;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,91;26,38;27,43;26,50;25,53;25,31;25,76;26,71;26,36;27,06;2,44;3,590;10,122;11,678;0,25;90,24;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,91;26,42;27,41;26,52;25,83;25,43;26,23;26,77;26,44;27,10;2,41;3,590;10,122;11,597;0,25;164,23;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,83;26,29;27,36;26,51;25,42;24,99;25,85;26,66;26,30;27,03;2,41;3,590;10,122;11,615;0,25;143,31;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,88;26,40;27,36;26,50;25,36;24,77;25,95;26,69;26,37;27,00;2,43;3,590;10,122;11,668;0,25;187,02;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,89;26,37;27,40;26,50;25,32;25,04;25,60;26,67;26,30;27,04;2,44;3,590;10,122;11,671;0,25;221,69;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,90;26,38;27,41;26,50;25,48;25,02;25,93;26,70;26,38;27,03;2,44;3,590;10,122;11,675;0,25;151,03;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,89;26,35;27,42;26,49;25,31;24,60;26,02;26,66;26,31;27,01;2,44;3,595;10,151;11,702;0,25;122,28;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,90;26,36;27,43;26,48;25,39;24,64;26,15;26,67;26,29;27,05;2,43;3,590;10,122;11,662;0,25;184,80;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,94;26,41;27,48;26,47;25,40;24,88;25,91;26,71;26,32;27,11;2,41;3,590;10,122;11,594;0,25;196,19;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,90;26,38;27,41;26,48;25,51;25,08;25,95;26,68;26,34;27,03;2,43;3,590;10,122;11,655;0,25;162,29;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,98;26,43;27,52;26,48;25,29;24,53;26,05;26,71;26,36;27,06;2,46;3,590;10,122;11,665;0,25;220551,35;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,92;26,40;27,45;26,47;25,29;25,01;25,57;26,70;26,30;27,10;2,45;3,590;10,122;11,698;0,25;171,10;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,94;26,40;27,48;26,47;25,31;24,60;26,03;26,68;26,31;27,06;2,40;3,590;10,122;11,590;0,25;169,51;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,86;26,36;27,37;26,47;25,42;24,49;26,34;26,66;26,28;27,04;2,44;3,590;10,122;11,691;0,25;178,86;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,94;26,42;27,46;26,46;25,37;24,65;26,09;26,68;26,32;27,05;2,41;3,590;10,122;11,593;0,25;211,72;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,87;26,36;27,38;26,46;25,37;24,94;25,80;26,65;26,32;26,98;2,44;3,595;10,151;11,701;0,25;110,02;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,92;26,41;27,44;26,47;25,47;24,36;26,58;26,68;26,29;27,07;2,43;3,590;10,122;11,607;0,25;877,29;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,88;26,38;27,38;26,46;25,29;24,64;25,94;26,64;26,28;26,99;2,44;3,590;10,122;11,610;0,25;3795,01;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,90;26,42;27,38;26,46;25,40;24,61;26,18;26,65;26,30;26,99;2,43;3,590;10,122;11,605;0,25;7760,88;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,92;26,39;27,45;26,45;25,44;24,81;26,08;26,70;26,34;27,06;2,40;3,590;10,122;11,591;0,25;208,92;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,90;26,37;27,44;26,45;25,41;24,92;25,91;26,66;26,28;27,05;2,41;3,590;10,122;11,594;0,25;265,08;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,85;26,31;27,39;26,44;25,52;24,66;26,38;26,65;26,27;27,03;2,40;3,595;10,151;11,618;0,25;196,83;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,88;26,33;27,42;26,45;25,56;24,89;26,23;26,68;26,31;27,05;2,40;3,590;10,122;11,591;0,25;231,73;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,87;26,33;27,41;26,45;25,36;24,75;25,97;26,67;26,30;27,03;2,40;3,590;10,122;11,593;0,25;249,32;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,87;26,37;27,38;26,44;25,42;24,76;26,09;26,65;26,26;27,04;2,40;3,590;10,122;11,590;0,25;142,89;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,86;26,34;27,38;26,44;25,50;24,79;26,20;26,63;26,28;26,99;2,41;3,595;10,151;11,619;0,25;139,75;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,86;26,37;27,36;26,45;25,40;24,89;25,91;26,65;26,33;26,96;2,40;3,590;10,122;11,591;0,25;194,58;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,82;26,31;27,33;26,44;25,48;25,04;25,91;26,63;26,29;26,98;2,41;3,595;10,151;11,618;0,25;158,59;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,86;26,34;27,37;26,43;25,49;24,84;26,15;26,64;26,27;27,00;2,40;3,590;10,122;11,588;0,25;254,91;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,87;26,36;27,39;26,43;25,57;25,18;25,96;26,67;26,32;27,02;2,40;3,590;10,122;11,592;0,25;589,48;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,86;26,37;27,36;26,43;25,53;25,00;26,05;26,65;26,30;27,00;2,40;3,590;10,122;11,586;0,25;309,87;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,80;26,30;27,30;26,42;25,56;25,13;26,00;26,61;26,31;26,92;2,40;3,595;10,151;11,616;0,25;181,45;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,86;26,30;27,42;26,42;25,67;25,14;26,20;26,67;26,28;27,07;2,40;3,590;10,122;11,592;0,25;302,60;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,86;26,34;27,38;26,42;25,53;24,93;26,12;26,67;26,30;27,03;2,40;3,590;10,122;11,592;0,25;231,17;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,83;26,30;27,35;26,43;25,51;24,97;26,05;26,63;26,27;26,99;2,40;3,590;10,122;11,594;0,25;1098,26;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,82;26,28;27,37;26,41;25,58;25,15;26,01;26,63;26,28;26,98;2,43;3,595;10,151;11,634;0,25;1043,10;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,78;26,26;27,30;26,41;25,56;24,98;26,14;26,60;26,29;26,92;2,40;3,595;10,151;11,617;0,25;169,20;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,82;26,29;27,36;26,41;25,53;24,93;26,14;26,62;26,27;26,97;2,40;3,590;10,122;11,591;0,25;225,05;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,80;26,27;27,32;26,41;25,44;24,84;26,04;26,62;26,26;26,97;2,43;3,595;10,151;11,638;0,25;1364,41;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,81;26,29;27,34;26,41;25,59;25,04;26,13;26,62;26,29;26,94;2,40;3,595;10,151;11,619;0,25;198,35;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,82;26,30;27,34;26,40;25,62;25,13;26,10;26,63;26,34;26,93;2,41;3,595;10,151;11,623;0,25;211,76;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,76;26,28;27,25;26,40;25,65;25,03;26,27;26,59;26,33;26,85;2,40;3,595;10,151;11,614;0,25;279,60;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,80;26,30;27,29;26,41;25,62;25,12;26,13;26,63;26,31;26,95;2,40;3,595;10,151;11,615;0,25;272,05;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,82;26,29;27,35;26,39;25,56;25,01;26,10;26,62;26,24;27,00;2,40;3,590;10,122;11,590;0,25;287,47;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,79;26,27;27,31;26,40;25,71;25,20;26,22;26,60;26,27;26,93;2,43;3,595;10,151;11,632;0,25;542,34;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,82;26,29;27,34;26,39;25,80;25,21;26,39;26,65;26,24;27,06;2,40;3,590;10,122;11,589;0,25;283,68;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,74;26,23;27,25;26,39;25,80;25,13;26,47;26,61;26,29;26,94;2,40;3,595;10,151;11,616;0,25;228,47;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,73;26,21;27,25;26,39;25,59;24,87;26,31;26,57;26,23;26,92;2,40;3,595;10,151;11,618;0,25;208,36;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,77;26,22;27,32;26,38;25,73;25,25;26,20;26,59;26,25;26,93;2,40;3,595;10,151;11,617;0,25;241,95;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,74;26,20;27,28;26,38;25,56;24,87;26,25;26,59;26,27;26,91;2,40;3,595;10,151;11,619;0,25;226,91;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,73;26,24;27,21;26,38;25,64;25,16;26,11;26,58;26,27;26,90;2,40;3,595;10,151;11,616;0,25;284,76;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,72;26,24;27,21;26,39;25,53;25,24;25,83;26,55;26,22;26,87;2,40;3,595;10,151;11,615;0,25;207,45;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,73;26,21;27,26;26,38;25,80;25,31;26,29;26,60;26,27;26,93;2,40;3,595;10,151;11,615;0,25;161,97;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,74;26,21;27,28;26,37;25,63;25,23;26,03;26,58;26,24;26,93;2,40;3,595;10,151;11,615;0,25;149,52;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,75;26,28;27,23;26,37;25,71;25,04;26,39;26,60;26,27;26,93;2,40;3,590;10,122;11,587;0,25;359,02;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,72;26,21;27,23;26,37;25,66;25,09;26,23;26,54;26,22;26,86;2,43;3,600;10,179;11,660;0,25;4910,28;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,74;26,20;27,27;26,36;25,44;24,89;25,99;26,59;26,26;26,93;2,40;3,595;10,151;11,618;0,25;190,83;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,77;26,20;27,34;26,36;25,61;25,34;25,88;26,62;26,24;27,01;2,40;3,590;10,122;11,591;0,25;221,18;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,71;26,15;27,26;26,36;25,50;25,27;25,73;26,54;26,17;26,92;2,43;3,595;10,151;11,636;0,25;4772,21;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,70;26,20;27,21;26,36;25,42;25,04;25,80;26,55;26,23;26,87;2,39;3,595;10,151;11,611;0,25;214,51;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,75;26,22;27,27;26,35;25,56;25,39;25,73;26,60;26,28;26,91;2,40;3,595;10,151;11,615;0,25;279,36;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,68;26,13;27,22;26,35;25,44;25,13;25,75;26,53;26,17;26,90;2,39;3,595;10,151;11,613;0,25;290,47;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,69;26,20;27,19;26,35;25,50;25,33;25,67;26,57;26,26;26,88;2,39;3,595;10,151;11,613;0,25;241,08;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,71;26,20;27,21;26,35;25,66;25,39;25,94;26,58;26,24;26,92;2,43;3,600;10,179;11,665;0,25;439,69;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,66;26,16;27,16;26,36;25,48;25,22;25,74;26,53;26,19;26,86;2,40;3,595;10,151;11,615;0,25;389,05;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,70;26,18;27,23;26,35;25,46;24,92;26,00;26,57;26,24;26,90;2,40;3,595;10,151;11,617;0,25;195,52;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,65;26,17;27,13;26,34;25,50;25,11;25,89;26,52;26,23;26,82;2,40;3,595;10,151;11,618;0,25;200,60;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,68;26,19;27,17;26,34;25,63;25,30;25,95;26,58;26,27;26,88;2,40;3,590;10,122;11,589;0,25;4928,73;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,69;26,19;27,20;26,35;25,55;25,09;26,02;26,56;26,23;26,88;2,39;3,595;10,151;11,614;0,25;239,18;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,69;26,17;27,21;26,34;25,72;25,43;26,01;26,60;26,27;26,93;2,40;3,595;10,151;11,614;0,25;252,37;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,65;26,13;27,18;26,33;25,51;25,34;25,68;26,51;26,18;26,85;2,43;3,600;10,179;11,661;0,25;507,79;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,65;26,15;27,14;26,33;25,63;25,31;25,96;26,55;26,27;26,83;2,40;3,595;10,151;11,614;0,25;212,51;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,63;26,15;27,11;26,33;25,69;25,06;26,31;26,55;26,24;26,86;2,40;3,595;10,151;11,615;0,25;140,54;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,69;26,15;27,23;26,33;25,68;25,12;26,24;26,57;26,24;26,90;2,40;3,595;10,151;11,616;0,25;124,53;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,63;26,10;27,16;26,33;25,56;25,17;25,94;26,53;26,19;26,86;2,43;3,600;10,179;11,662;0,25;349,61;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,62;26,12;27,12;26,32;25,49;25,20;25,77;26,50;26,21;26,80;2,40;3,595;10,151;11,615;0,25;192,41;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,61;26,12;27,10;26,32;25,67;25,20;26,13;26,52;26,21;26,83;2,43;3,600;10,179;11,660;0,25;221,96;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,67;26,16;27,18;26,32;25,70;25,26;26,13;26,56;26,28;26,83;2,40;3,595;10,151;11,615;0,25;218,92;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,67;26,15;27,20;26,32;25,68;25,12;26,25;26,56;26,23;26,89;2,39;3,595;10,151;11,612;0,25;141,63;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,62;26,13;27,11;26,31;25,53;25,10;25,96;26,51;26,25;26,76;2,40;3,595;10,151;11,617;0,25;136,53;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,64;26,15;27,13;26,31;25,59;25,19;25,99;26,54;26,24;26,84;2,40;3,595;10,151;11,622;0,25;177,94;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,61;26,08;27,14;26,31;25,53;25,26;25,79;26,51;26,19;26,83;2,39;3,595;10,151;11,618;0,25;198,16;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,63;26,10;27,16;26,30;25,60;25,19;26,01;26,50;26,20;26,81;2,39;3,595;10,151;11,614;0,25;170,25;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
26,61;26,09;27,13;26,31;25,58;25,31;25,85;26,50;26,16;26,84;2,39;3,595;10,151;11,613;0,25;146,53;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,7;23,8;n/a;n/a;n/a;1,00;200,000
